,ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate
227,Hf7065,2018-08-23 00:00:00.000000000,TV,North,56+,Male,60830.65,6.0,1799.0,0.15,0.18
228,Bn6861,2021-08-05 00:00:00.000000000,Online Advertising,South,18-25,Male,104128.15,27.0,2515.0,1.44,0.12
229,Wp5212,2018-07-04 00:00:00.000000000,TV,West,36-45,Others,19571.63,37.0,1194.0,0.35,0.27
230,Ko2601,2022-11-24 00:00:00.000000000,Direct Advertising,East,26-35,Male,140227.78,37.0,1461.0,0.44,0.27
231,Fs5086,2019-02-17 00:00:00.000000000,Online Advertising,East,56+,Female,43848.08,11.0,2014.0,1.45,0.22
232,Yt9855,2019-09-19 00:00:00.000000000,Online Advertising,West,46-55,Male,105736.04,13.0,2934.0,0.81,0.22
233,Ab9105,2019-06-06 00:00:00.000000000,TV,North,36-45,Others,50320.69,100.0,961.0,0.15,0.15
234,Kb9112,2021-08-25 00:00:00.000000000,TV,South,26-35,Others,117127.91,21.0,2774.0,0.22,0.13
235,Gl7074,2020-12-13 00:00:00.000000000,Social Networks,East,36-45,Others,29656.09,27.0,1793.0,0.81,0.29
236,Ak9448,2018-07-24 00:00:00.000000000,Direct Advertising,East,36-45,Others,126757.5,30.0,2092.0,1.0,0.1
237,Fo4467,2020-02-18 00:00:00.000000000,Email,North,18-25,Male,58136.8,9.0,2668.0,0.7,0.13
238,Mu8449,2022-04-10 00:00:00.000000000,Direct Advertising,South,36-45,Male,130316.64,66.0,2896.0,0.06,0.21
239,Aj7078,2019-07-18 00:00:00.000000000,Online Advertising,South,36-45,Others,88201.87,2.0,1002.0,1.26,0.2
240,El9023,2020-03-04 00:00:00.000000000,Social Networks,West,36-45,Others,27761.75,24.0,2314.0,0.37,0.08
241,Pd7125,2021-11-15 00:00:00.000000000,TV,North,36-45,Others,13863.98,60.0,620.0,1.16,0.15
242,Cx7293,2019-02-13 00:00:00.000000000,TV,North,36-45,Others,88124.45,72.0,1840.0,1.18,0.12
243,Dm4360,2022-10-17 00:00:00.000000000,TV,South,26-35,Male,145775.38,22.0,2165.0,0.35,0.02
244,Mu4739,2021-10-01 00:00:00.000000000,Direct Advertising,South,36-45,Male,52501.74,45.0,1870.0,0.89,0.23
245,Wc3682,2018-06-09 00:00:00.000000000,Online Advertising,North,18-25,Others,144048.12,47.0,229.0,0.68,0.19
246,Zy3901,2019-04-13 00:00:00.000000000,TV,North,36-45,Female,87407.62,53.0,399.0,0.31,0.11
247,Qk1769,2022-03-13 00:00:00.000000000,Online Advertising,East,18-25,Female,124687.29,54.0,1927.0,0.99,0.11
248,Bi5415,2020-07-08 00:00:00.000000000,Direct Advertising,West,26-35,Female,145123.3,60.0,1589.0,1.11,0.06
249,Nb5435,2020-12-16 00:00:00.000000000,Direct Advertising,North,36-45,Others,138786.31,76.0,1056.0,0.33,0.12
250,Tz9879,2019-04-02 00:00:00.000000000,TV,West,18-25,Male,92984.22,30.0,2384.0,1.44,0.05
251,Kd1959,2019-09-09 00:00:00.000000000,Direct Advertising,West,26-35,Male,37777.16,86.0,2045.0,0.58,0.19
252,Ly4909,2018-12-23 00:00:00.000000000,Direct Advertising,North,18-25,Male,144473.47,78.0,886.0,0.1,0.24
253,Pv2150,2018-10-06 00:00:00.000000000,Online Advertising,East,36-45,Others,81641.7,26.0,1005.0,1.32,0.25
254,Cg1299,2018-09-27 00:00:00.000000000,Social Networks,North,26-35,Male,94534.26,55.0,242.0,1.36,0.12
255,En3120,2020-05-27 00:00:00.000000000,Direct Advertising,North,36-45,Male,122508.45,10.0,260.0,0.32,0.25
256,Pu9121,2019-10-08 00:00:00.000000000,Online Advertising,West,56+,Others,137089.73,44.0,2701.0,0.42,0.2
257,Kp5263,2018-12-13 00:00:00.000000000,Email,South,46-55,Male,134568.35,13.0,2401.0,0.9,0.03
258,By3652,2021-02-26 00:00:00.000000000,Email,South,46-55,Male,9263.39,73.0,2095.0,1.04,0.18
259,Tz1136,2018-08-06 00:00:00.000000000,TV,West,46-55,Male,129440.93,65.0,788.0,0.56,0.14
260,Je3993,2019-09-10 00:00:00.000000000,Social Networks,West,56+,Male,73245.34,33.0,595.0,0.84,0.07
261,Dj6931,2019-11-29 00:00:00.000000000,Online Advertising,East,18-25,Male,42541.3,57.0,1035.0,0.58,0.02
262,Db3851,2018-12-03 00:00:00.000000000,Direct Advertising,North,18-25,Male,30694.86,46.0,861.0,0.49,0.23
263,Ad4845,2020-03-07 00:00:00.000000000,Online Advertising,East,36-45,Female,115298.92,4.0,2681.0,0.99,0.02
264,Po2778,2018-01-26 00:00:00.000000000,Social Networks,West,56+,Female,111328.44,7.0,2210.0,0.9,0.15
265,Xi3119,2019-06-23 00:00:00.000000000,Social Networks,North,36-45,Female,36338.01,24.0,341.0,0.35,0.14
266,Qa5948,2020-09-07 00:00:00.000000000,TV,East,18-25,Female,88600.12,56.0,276.0,0.74,0.26
267,Yu6333,2022-03-23 00:00:00.000000000,TV,North,36-45,Male,110815.7,44.0,637.0,0.99,0.06
268,Is4224,2020-08-13 00:00:00.000000000,Online Advertising,North,26-35,Male,35370.83,45.0,1529.0,0.59,0.25
269,Af2861,2022-11-16 00:00:00.000000000,Online Advertising,South,18-25,Male,149629.66,63.0,1477.0,0.39,0.03
270,Ih6129,2022-08-17 00:00:00.000000000,Direct Advertising,South,36-45,Male,5092.7,43.0,2750.0,0.37,0.02
271,Ya3569,2022-04-26 00:00:00.000000000,Direct Advertising,West,36-45,Female,117060.73,72.0,2652.0,0.8,0.16
272,Lh7145,2019-12-25 00:00:00.000000000,Direct Advertising,South,56+,Others,69853.1,55.0,637.0,0.24,0.26
273,Ef1007,2021-11-14 00:00:00.000000000,Social Networks,North,26-35,Male,70175.27,95.0,690.0,0.15,0.14
274,Ty8813,2022-03-02 00:00:00.000000000,TV,East,46-55,Female,121844.5,16.0,2443.0,1.49,0.13
275,Qn9957,2021-05-30 00:00:00.000000000,Email,West,56+,Male,69495.23,61.0,2279.0,1.32,0.21
276,Mm8254,2019-11-02 00:00:00.000000000,Direct Advertising,West,46-55,Female,89507.3,37.0,1535.0,1.01,0.09
277,Ix5000,2020-05-10 00:00:00.000000000,TV,South,56+,Others,6312.25,66.0,816.0,1.22,0.2
278,Ed4541,2019-10-19 00:00:00.000000000,TV,East,56+,Others,46330.1,41.0,1460.0,0.82,0.23
279,Ic2073,2020-08-17 00:00:00.000000000,Online Advertising,East,36-45,Male,31860.77,42.0,274.0,0.43,0.1
280,Xg1390,2021-12-15 00:00:00.000000000,Direct Advertising,West,18-25,Male,119323.93,59.0,322.0,0.09,0.09
281,On8349,2020-12-16 00:00:00.000000000,Social Networks,South,56+,Male,80237.17,55.0,25.0,0.72,0.17
282,He2439,2019-10-22 00:00:00.000000000,Online Advertising,North,56+,Male,88330.42,70.0,2186.0,1.29,0.27
283,Tz8692,2018-06-12 00:00:00.000000000,Online Advertising,West,18-25,Male,65828.62,56.0,2451.0,0.52,0.05
284,Wt9023,2018-08-26 00:00:00.000000000,Online Advertising,North,46-55,Others,123156.75,4.0,2239.0,1.14,0.23
285,Qd8002,2022-08-24 00:00:00.000000000,Email,North,36-45,Male,38863.81,80.0,2555.0,0.67,0.3
286,Yu1975,2019-08-01 00:00:00.000000000,Social Networks,South,46-55,Male,3618.57,54.0,1964.0,0.79,0.22
287,Ki9246,2022-03-20 00:00:00.000000000,TV,West,46-55,Male,10579.65,19.0,989.0,0.61,0.25
288,Ve5175,2018-11-26 00:00:00.000000000,Social Networks,North,18-25,Male,61904.26,88.0,855.0,0.44,0.14
289,Tf6553,2021-06-02 00:00:00.000000000,Email,West,18-25,Female,5272.24,61.0,2575.0,0.22,0.21
290,Io9697,2021-11-13 00:00:00.000000000,Online Advertising,East,18-25,Male,17825.22,47.0,2105.0,0.79,0.25
291,Se6693,2018-04-27 00:00:00.000000000,Online Advertising,West,46-55,Male,118167.16,26.0,1157.0,0.71,0.15
292,Jl5367,2022-04-10 00:00:00.000000000,Social Networks,East,36-45,Male,82296.14,72.0,2904.0,1.05,0.18
293,Sq1382,2019-10-10 00:00:00.000000000,Email,North,36-45,Male,79327.22,30.0,317.0,0.89,0.04
294,Dk3950,2020-12-14 00:00:00.000000000,TV,East,56+,Others,103347.17,83.0,2454.0,0.6,0.14
295,Zc6313,2021-05-25 00:00:00.000000000,TV,North,56+,Others,89171.41,38.0,931.0,0.31,0.02
296,Qy4242,2019-08-20 00:00:00.000000000,Online Advertising,North,56+,Others,52430.74,51.0,1516.0,1.43,0.18
297,Ur3494,2019-07-11 00:00:00.000000000,TV,West,26-35,Others,73299.17,45.0,85.0,0.53,0.28
298,Rv7194,2022-08-09 00:00:00.000000000,Online Advertising,South,36-45,Others,30442.23,64.0,2121.0,0.47,0.04
299,Hd2922,2022-09-02 00:00:00.000000000,Social Networks,East,18-25,Male,45060.13,86.0,817.0,1.35,0.12
300,Nn6129,2019-02-19 00:00:00.000000000,Online Advertising,North,56+,Others,31817.92,90.0,177.0,1.17,0.16
301,Wv2139,2021-03-03 00:00:00.000000000,Social Networks,West,46-55,Others,32574.48,38.0,2065.0,0.52,0.11
302,Ae7044,2022-10-01 00:00:00.000000000,Social Networks,West,26-35,Male,75757.62,92.0,1422.0,0.06,0.08
303,Um3413,2020-08-14 00:00:00.000000000,Direct Advertising,South,46-55,Male,128537.46,2.0,871.0,1.47,0.11
304,Ak2184,2020-05-22 00:00:00.000000000,Direct Advertising,South,18-25,Male,127847.77,27.0,2702.0,0.66,0.07
305,Fn1506,2019-11-19 00:00:00.000000000,Email,East,56+,Male,5649.85,25.0,2779.0,1.31,0.22
306,Gt3701,2020-01-27 00:00:00.000000000,Social Networks,West,36-45,Others,46716.59,10.0,1693.0,0.57,0.24
307,Ec4981,2020-09-14 00:00:00.000000000,Online Advertising,South,26-35,Female,15656.68,13.0,2149.0,1.06,0.18
308,Xd2430,2019-03-23 00:00:00.000000000,Online Advertising,North,26-35,Male,44055.76,96.0,1884.0,0.27,0.2
309,Td4556,2021-02-01 00:00:00.000000000,Social Networks,West,26-35,Female,35884.88,29.0,666.0,0.4,0.02
310,Sf3378,2020-03-31 00:00:00.000000000,Social Networks,South,56+,Male,112817.48,50.0,916.0,1.05,0.26
311,Ca3221,2020-04-10 00:00:00.000000000,Email,North,26-35,Female,94245.31,13.0,1645.0,0.43,0.03
312,Zb8385,2019-12-12 00:00:00.000000000,Social Networks,West,18-25,Male,146953.88,33.0,1841.0,0.61,0.23
313,Wg8542,2022-01-31 00:00:00.000000000,Social Networks,West,36-45,Others,100945.62,97.0,67.0,1.07,0.16
314,Cl3746,2021-05-18 00:00:00.000000000,Email,North,36-45,Male,57492.9,42.0,2652.0,1.27,0.05
315,Ce3472,2018-12-15 00:00:00.000000000,Email,West,56+,Female,92637.55,69.0,688.0,0.18,0.29
316,Oz8376,2021-11-25 00:00:00.000000000,Online Advertising,North,26-35,Female,118477.31,94.0,252.0,0.22,0.1
317,Wb9124,2022-10-27 00:00:00.000000000,Social Networks,South,56+,Others,108623.65,81.0,75.0,0.28,0.19
318,Ci7445,2021-07-05 00:00:00.000000000,TV,East,18-25,Female,17266.59,46.0,1317.0,0.07,0.17
319,Ri7897,2018-06-26 00:00:00.000000000,Online Advertising,East,36-45,Male,8179.32,47.0,1773.0,1.05,0.08
320,Bp1157,2019-01-21 00:00:00.000000000,Direct Advertising,West,46-55,Male,45912.67,4.0,1003.0,1.31,0.21
321,Tm1311,2021-03-10 00:00:00.000000000,Online Advertising,North,18-25,Male,35713.17,32.0,2640.0,0.2,0.21
322,Tr9727,2018-01-24 00:00:00.000000000,Social Networks,West,18-25,Female,46606.57,98.0,994.0,0.52,0.2
323,Jh1349,2020-08-02 00:00:00.000000000,Online Advertising,South,18-25,Male,37787.56,78.0,277.0,1.15,0.16
324,Iu5922,2020-10-19 00:00:00.000000000,Online Advertising,North,36-45,Female,4564.5,24.0,1863.0,0.53,0.22
325,Wf4937,2022-01-29 00:00:00.000000000,Online Advertising,West,26-35,Male,117596.79,80.0,2533.0,0.21,0.28
326,Sh6402,2021-02-27 00:00:00.000000000,Online Advertising,West,46-55,Others,51925.59,76.0,778.0,0.47,0.14
327,Kn2686,2018-06-14 00:00:00.000000000,Online Advertising,East,36-45,Male,49367.42,12.0,1415.0,0.8,0.11
328,Xd2246,2022-09-23 00:00:00.000000000,Online Advertising,North,18-25,Others,147163.34,73.0,2058.0,0.05,0.09
329,Yj3579,2022-05-31 00:00:00.000000000,Online Advertising,East,46-55,Female,52218.04,17.0,1695.0,0.34,0.01
330,Zt1696,2021-11-01 00:00:00.000000000,TV,West,56+,Male,45594.75,50.0,2590.0,1.37,0.09
331,Lt2165,2022-12-10 00:00:00.000000000,Online Advertising,East,36-45,Male,134931.79,6.0,2692.0,0.8,0.22
332,Pu9981,2018-06-19 00:00:00.000000000,Online Advertising,South,18-25,Others,124815.33,71.0,617.0,0.83,0.15
333,Li7065,2022-01-08 00:00:00.000000000,Online Advertising,East,36-45,Male,58151.52,35.0,1724.0,0.42,0.22
334,Ob5681,2019-12-11 00:00:00.000000000,Online Advertising,West,26-35,Female,144066.68,56.0,2228.0,0.16,0.02
335,Xd3034,2021-06-11 00:00:00.000000000,TV,North,56+,Male,42703.59,56.0,1956.0,0.48,0.05
336,Us9340,2019-02-26 00:00:00.000000000,TV,South,26-35,Female,41241.34,81.0,2456.0,0.67,0.17
337,Xy6282,2019-05-23 00:00:00.000000000,Email,East,46-55,Male,37559.98,83.0,451.0,0.49,0.23
338,Ka2777,2018-03-05 00:00:00.000000000,Direct Advertising,East,36-45,Male,75024.5,39.0,321.0,0.86,0.26
339,Qq4745,2018-03-21 00:00:00.000000000,TV,North,36-45,Male,19442.74,50.0,401.0,0.3,0.12
340,Ms5078,2022-02-15 00:00:00.000000000,Social Networks,South,56+,Male,7798.75,98.0,1713.0,0.66,0.06
341,Uh3878,2019-07-02 00:00:00.000000000,Email,South,36-45,Female,52570.87,15.0,821.0,0.84,0.08
342,Pz1141,2020-09-13 00:00:00.000000000,Direct Advertising,North,26-35,Female,18201.5,64.0,2130.0,0.17,0.04
343,Co9213,2019-04-20 00:00:00.000000000,Direct Advertising,East,18-25,Male,86688.8,1.0,1638.0,0.43,0.09
344,Rs4814,2018-10-18 00:00:00.000000000,Direct Advertising,North,56+,Female,87254.0,17.0,525.0,1.25,0.02
345,Ps1015,2020-02-04 00:00:00.000000000,Direct Advertising,South,36-45,Male,137382.33,88.0,804.0,0.35,0.1
346,Pm6873,2021-09-28 00:00:00.000000000,Direct Advertising,East,26-35,Female,22611.11,74.0,2400.0,0.53,0.08
347,Ji7999,2021-09-08 00:00:00.000000000,Online Advertising,South,36-45,Female,50750.94,72.0,1091.0,0.28,0.02
348,Gb2755,2019-04-24 00:00:00.000000000,TV,East,36-45,Male,18745.37,64.0,2298.0,0.07,0.02
349,Kn4232,2022-05-03 00:00:00.000000000,Online Advertising,North,36-45,Male,79857.84,47.0,1129.0,0.96,0.11
350,Oq6321,2022-01-13 00:00:00.000000000,Direct Advertising,West,36-45,Female,129114.73,83.0,448.0,0.8,0.1
351,Lk7402,2021-02-08 00:00:00.000000000,Email,West,46-55,Female,19531.66,13.0,2626.0,1.31,0.26
352,Qj2995,2020-03-01 00:00:00.000000000,Online Advertising,West,56+,Male,70573.36,46.0,1075.0,0.95,0.12
353,Jh5817,2020-06-23 00:00:00.000000000,Online Advertising,West,46-55,Others,29977.33,78.0,1397.0,1.49,0.25
354,Gz6938,2021-09-02 00:00:00.000000000,Social Networks,North,18-25,Male,112541.77,93.0,1631.0,1.12,0.05
355,Pi7129,2020-03-17 00:00:00.000000000,Online Advertising,East,36-45,Female,2039.41,65.0,2963.0,1.08,0.12
356,Vu3058,2021-05-30 00:00:00.000000000,Direct Advertising,South,46-55,Others,119467.33,2.0,834.0,0.64,0.11
357,Aw8088,2021-08-03 00:00:00.000000000,Online Advertising,East,46-55,Male,60772.64,77.0,311.0,1.21,0.22
358,Vb3831,2022-10-24 00:00:00.000000000,Email,South,36-45,Male,120549.62,31.0,1787.0,1.19,0.24
359,Bn3556,2022-05-28 00:00:00.000000000,Social Networks,South,46-55,Male,89547.78,95.0,2536.0,0.57,0.2
360,Bv7749,2018-10-19 00:00:00.000000000,TV,North,26-35,Others,43685.52,38.0,2451.0,1.15,0.09
361,Cd3434,2021-06-03 00:00:00.000000000,Direct Advertising,South,46-55,Female,5699.7,12.0,462.0,0.45,0.06
362,Nz3986,2022-12-19 00:00:00.000000000,TV,North,18-25,Female,132631.24,58.0,1309.0,0.86,0.2
363,Ey9437,2022-09-04 00:00:00.000000000,Online Advertising,North,26-35,Female,85015.31,81.0,725.0,0.3,0.03
364,Jx4091,2018-10-24 00:00:00.000000000,Social Networks,South,36-45,Male,15764.36,49.0,446.0,0.31,0.16
365,By7924,2020-05-09 00:00:00.000000000,Online Advertising,South,36-45,Male,90732.23,83.0,739.0,0.14,0.3
366,Ko1008,2019-08-28 00:00:00.000000000,Social Networks,South,36-45,Male,149021.68,86.0,361.0,1.23,0.24
367,Bj9820,2019-09-29 00:00:00.000000000,Social Networks,North,56+,Others,77462.27,87.0,2953.0,0.32,0.15
368,Zy6065,2020-11-28 00:00:00.000000000,TV,West,46-55,Male,143884.72,86.0,2086.0,0.94,0.21
369,Nn5101,2021-06-14 00:00:00.000000000,Email,East,36-45,Others,66580.97,26.0,1537.0,1.42,0.11
370,Nr4428,2018-06-14 00:00:00.000000000,Social Networks,South,36-45,Others,129328.86,23.0,147.0,1.13,0.2
371,Cw1133,2019-09-11 00:00:00.000000000,Email,South,18-25,Male,43444.65,62.0,470.0,1.1,0.07
372,Ls5810,2020-11-22 00:00:00.000000000,Online Advertising,North,36-45,Female,124342.17,99.0,1098.0,0.35,0.11
373,Pc2799,2018-03-24 00:00:00.000000000,Email,North,36-45,Male,82546.94,25.0,2714.0,0.51,0.23
374,Wk1175,2021-11-20 00:00:00.000000000,Online Advertising,South,56+,Female,126207.62,52.0,1200.0,0.87,0.28
375,Vm8709,2020-05-15 00:00:00.000000000,TV,West,26-35,Male,4938.99,23.0,2262.0,1.19,0.25
376,Xu7687,2018-10-04 00:00:00.000000000,Online Advertising,South,36-45,Female,136251.89,37.0,2454.0,1.46,0.16
377,Ip1721,2021-05-17 00:00:00.000000000,TV,East,56+,Male,59831.58,44.0,556.0,0.87,0.25
378,Mj5485,2020-10-19 00:00:00.000000000,Direct Advertising,North,46-55,Female,122459.52,25.0,2128.0,1.47,0.04
379,Dd5253,2018-03-17 00:00:00.000000000,Online Advertising,South,18-25,Others,108895.56,87.0,2655.0,1.27,0.28
380,Em4762,2021-01-22 00:00:00.000000000,TV,South,18-25,Male,53871.4,41.0,39.0,0.44,0.03
381,Rr7415,2020-11-19 00:00:00.000000000,Online Advertising,West,46-55,Others,30240.07,86.0,522.0,0.73,0.04
382,Sz7064,2021-05-25 00:00:00.000000000,TV,West,46-55,Male,78925.36,86.0,1302.0,0.98,0.1
383,Dq3221,2020-08-03 00:00:00.000000000,Social Networks,West,46-55,Female,55743.27,35.0,2506.0,1.23,0.26
384,Uh1514,2021-04-13 00:00:00.000000000,Social Networks,North,36-45,Male,41099.81,58.0,2327.0,0.12,0.22
385,Yf9255,2019-01-09 00:00:00.000000000,TV,West,36-45,Male,77096.65,66.0,2945.0,1.31,0.15
386,Td5871,2018-11-19 00:00:00.000000000,Social Networks,North,26-35,Others,47879.02,39.0,1469.0,0.67,0.05
387,Ls4401,2018-04-25 00:00:00.000000000,TV,West,56+,Male,126206.48,6.0,1216.0,0.57,0.06
388,Kn2794,2021-11-01 00:00:00.000000000,Online Advertising,East,36-45,Male,101582.04,37.0,2695.0,1.49,0.03
389,Cu6200,2020-04-29 00:00:00.000000000,Online Advertising,West,46-55,Female,19355.63,38.0,796.0,1.12,0.09
390,Gc4113,2019-08-31 00:00:00.000000000,Email,South,56+,Male,141466.87,4.0,2088.0,0.98,0.21
391,Nh3876,2022-01-28 00:00:00.000000000,Email,North,36-45,Male,134784.27,68.0,1066.0,1.36,0.2
392,Jw3468,2021-10-13 00:00:00.000000000,Direct Advertising,West,36-45,Male,128789.93,10.0,2030.0,1.01,0.17
393,Fz2098,2019-11-13 00:00:00.000000000,Email,West,36-45,Female,99931.03,57.0,1199.0,0.51,0.29
394,Mt1105,2021-12-18 00:00:00.000000000,TV,East,56+,Male,118903.83,1.0,454.0,1.26,0.01
395,Bd7858,2020-07-26 00:00:00.000000000,Online Advertising,North,56+,Others,90553.95,64.0,2220.0,0.8,0.16
396,Kv1921,2021-01-24 00:00:00.000000000,Online Advertising,South,18-25,Female,18663.04,95.0,1038.0,1.25,0.24
397,Ld3273,2022-04-11 00:00:00.000000000,Social Networks,North,36-45,Male,29886.41,24.0,805.0,1.08,0.09
398,Jz3237,2019-02-01 00:00:00.000000000,Email,North,18-25,Female,40597.42,48.0,1397.0,0.15,0.28
399,Tc4712,2021-11-28 00:00:00.000000000,Direct Advertising,North,36-45,Male,59587.38,39.0,653.0,1.34,0.24
400,Wd2407,2022-11-01 00:00:00.000000000,Direct Advertising,South,56+,Male,47080.92,60.0,1345.0,1.31,0.01
401,Vb8086,2021-03-17 00:00:00.000000000,Direct Advertising,North,36-45,Others,110296.72,89.0,129.0,0.87,0.19
402,Vr9600,2020-09-15 00:00:00.000000000,TV,South,36-45,Others,127855.37,82.0,342.0,0.25,0.17
403,Bi7832,2019-01-27 00:00:00.000000000,Online Advertising,West,26-35,Male,138429.42,53.0,2943.0,1.34,0.08
404,Rw8892,2022-10-04 00:00:00.000000000,Online Advertising,West,26-35,Others,135694.04,3.0,1879.0,0.29,0.13
405,Dx8627,2019-08-16 00:00:00.000000000,Social Networks,South,36-45,Male,72212.01,54.0,264.0,0.13,0.15
406,Aw3245,2022-01-10 00:00:00.000000000,TV,East,18-25,Male,130747.79,78.0,918.0,0.09,0.14
407,Uy3997,2021-09-23 00:00:00.000000000,Online Advertising,North,36-45,Male,73740.91,78.0,1682.0,0.94,0.05
408,Gs6532,2020-01-14 00:00:00.000000000,Online Advertising,North,46-55,Male,73172.2,84.0,1933.0,0.66,0.27
409,Rb4183,2018-08-31 00:00:00.000000000,Email,East,56+,Others,66246.34,46.0,1703.0,0.77,0.14
410,Uw2784,2018-04-16 00:00:00.000000000,Online Advertising,East,36-45,Male,68012.98,48.0,1716.0,1.15,0.13
411,En2611,2018-01-11 00:00:00.000000000,Email,South,36-45,Female,126789.35,91.0,1134.0,0.6,0.12
412,Md3847,2019-09-17 00:00:00.000000000,Direct Advertising,North,18-25,Male,135285.86,97.0,2823.0,0.56,0.1
413,Ud8800,2021-10-19 00:00:00.000000000,Online Advertising,East,18-25,Male,107058.83,88.0,782.0,1.28,0.18
414,Wl8348,2019-01-21 00:00:00.000000000,Social Networks,North,46-55,Male,31077.72,73.0,423.0,1.45,0.05
415,Wf9846,2019-02-07 00:00:00.000000000,Email,East,36-45,Male,76677.2,30.0,21.0,1.16,0.09
416,Ml4273,2019-04-06 00:00:00.000000000,Direct Advertising,East,26-35,Male,11129.61,56.0,711.0,0.5,0.09
417,Oa7539,2018-05-21 00:00:00.000000000,Social Networks,West,56+,Male,55350.31,28.0,2214.0,0.3,0.24
418,Dk7708,2018-01-31 00:00:00.000000000,Social Networks,South,26-35,Male,74565.26,57.0,544.0,0.51,0.17
419,Nb8076,2021-02-12 00:00:00.000000000,TV,South,36-45,Others,4791.42,60.0,1480.0,1.24,0.26
420,Xd4120,2022-12-19 00:00:00.000000000,Email,West,26-35,Male,62426.04,17.0,992.0,0.12,0.26
421,Ir8138,2018-04-04 00:00:00.000000000,Online Advertising,South,56+,Others,12484.11,43.0,211.0,0.6,0.19
422,Ja2623,2022-10-04 00:00:00.000000000,Online Advertising,North,46-55,Male,76218.28,95.0,692.0,1.24,0.26
423,Pe8410,2018-01-16 00:00:00.000000000,TV,East,26-35,Others,123225.53,21.0,104.0,0.45,0.01
424,Js2788,2022-09-29 00:00:00.000000000,Social Networks,North,46-55,Others,143175.96,38.0,982.0,0.78,0.14
425,Ay1611,2021-12-14 00:00:00.000000000,Direct Advertising,North,36-45,Female,79396.51,80.0,1524.0,0.55,0.26
426,Xc9336,2018-06-27 00:00:00.000000000,TV,East,26-35,Others,147607.66,36.0,1025.0,0.2,0.04
427,Eo7497,2021-12-11 00:00:00.000000000,Online Advertising,South,36-45,Others,103242.47,59.0,2549.0,1.11,0.14
428,Hz7874,2022-01-27 00:00:00.000000000,Social Networks,North,46-55,Female,19456.18,60.0,2120.0,0.65,0.12
429,Ov6904,2021-12-06 00:00:00.000000000,TV,South,46-55,Others,46596.71,81.0,477.0,0.16,0.1
430,Kg4863,2018-06-26 00:00:00.000000000,Online Advertising,West,36-45,Male,84554.92,69.0,1692.0,0.56,0.29
431,Ag7025,2019-06-08 00:00:00.000000000,Direct Advertising,East,18-25,Male,68943.03,17.0,950.0,1.1,0.13
432,Gl4977,2021-12-31 00:00:00.000000000,Online Advertising,South,26-35,Female,20143.81,46.0,87.0,0.1,0.1
433,Wz8262,2020-07-12 00:00:00.000000000,TV,West,46-55,Male,50140.67,74.0,1170.0,0.14,0.23
434,Ia4905,2022-05-21 00:00:00.000000000,Direct Advertising,West,26-35,Female,67636.86,46.0,2535.0,0.45,0.07
435,Nm9173,2022-05-05 00:00:00.000000000,Online Advertising,South,56+,Female,136880.26,54.0,746.0,0.77,0.04
436,Ly6237,2018-07-23 00:00:00.000000000,Email,East,18-25,Others,80292.25,37.0,1675.0,1.17,0.15
437,Cs5936,2021-04-13 00:00:00.000000000,TV,North,18-25,Others,6746.62,49.0,1919.0,0.1,0.14
438,Uv7149,2019-01-08 00:00:00.000000000,Email,North,36-45,Female,81977.1,69.0,1311.0,0.13,0.09
