ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate,satisfaction_client (%)
Qd8002,8/24/2022,Email,North,NA,NA,38863.81,80,2555,0.67,0.3,68.6
Yu1975,8/1/2019,Social Networks,South,46-55,NA,3618.57,54,1964,0.79,0.22,73.8
Ki9246,3/20/2022,TV,West,46-55,NA,10579.65,19,989,0.61,0.25,96.0
Ve5175,11/26/2018,Social Networks,North,18-25,NA,61904.26,88,855,0.44,0.14,94.2
Tf6553,6/2/2021,Email,West,18-25,Female,5272.24,61,2575,0.22,0.21,94.8
Io9697,11/13/2021,Online Advertising,East,18-25,Male,17825.22,47,2105,0.79,0.25,50.0
Se6693,4/27/2018,Online Advertising,West,46-55,NA,118167.16,26,1157,0.71,0.15,42.8
Jl5367,4/10/2022,Social Networks,East,NA,Male,82296.14,72,2904,1.05,0.18,42.8
Sq1382,10/10/2019,Email,NA,36-45,NA,79327.22,30,317,0.89,0.04,28.6
Dk3950,12/14/2020,TV,East,56+,Others,103347.17,83,2454,0.6,0.14,93.6
Zc6313,5/25/2021,TV,NA,56+,Others,89171.41,38,931,0.31,0.02,71.8
Qy4242,8/20/2019,Online Advertising,North,56+,Others,52430.74,51,1516,1.43,0.18,54.2
Ur3494,7/11/2019,TV,West,26-35,Others,73299.17,45,85,0.53,0.28,34.0
Rv7194,8/9/2022,NA,South,36-45,Others,30442.23,64,2121,0.47,0.04,81.6
Hd2922,9/2/2022,Social Networks,East,18-25,NA,45060.13,86,817,1.35,0.12,29.2
Nn6129,2/19/2019,Online Advertising,North,56+,Others,31817.92,90,177,1.17,0.16,66.8
Wv2139,3/3/2021,Social Networks,West,46-55,Others,32574.48,38,2065,0.52,0.11,30.4
Ae7044,10/1/2022,Social Networks,West,26-35,NA,75757.62,92,1422,0.06,0.08,58.0
Um3413,8/14/2020,Direct Advertising,NA,46-55,NA,128537.46,2,871,1.47,0.11,98.0
Ak2184,5/22/2020,Direct Advertising,South,18-25,NA,127847.77,27,2702,0.66,0.07,86.4
Fn1506,11/19/2019,Email,East,56+,Male,5649.85,25,2779,1.31,0.22,71.0
Gt3701,1/27/2020,Social Networks,West,36-45,Others,46716.59,10,1693,0.57,0.24,62.4
Ec4981,9/14/2020,NA,South,26-35,Female,15656.68,13,2149,1.06,0.18,81.0
Xd2430,3/23/2019,NA,NA,26-35,NA,44055.76,96,1884,0.27,0.2,23.4
Td4556,2/1/2021,Social Networks,West,26-35,Female,35884.88,29,666,0.4,0.02,64.8
Sf3378,3/31/2020,Social Networks,South,56+,NA,112817.48,50,916,1.05,0.26,44.4
Ca3221,4/10/2020,Email,North,26-35,Female,94245.31,13,1645,0.43,0.03,97.6
Zb8385,12/12/2019,Social Networks,West,18-25,NA,146953.88,33,1841,0.61,0.23,34.0
Wg8542,1/31/2022,Social Networks,West,NA,Others,100945.62,97,67,1.07,0.16,43.6
Cl3746,5/18/2021,Email,North,36-45,NA,57492.9,42,2652,1.27,0.05,62.4
Ce3472,12/15/2018,Email,West,56+,Female,92637.55,69,688,0.18,0.29,28.6
Oz8376,11/25/2021,NA,NA,26-35,Female,118477.31,94,252,0.22,0.1,61.0
Wb9124,10/27/2022,Social Networks,South,56+,Others,108623.65,81,75,0.28,0.19,21.6
Ci7445,7/5/2021,TV,East,18-25,Female,17266.59,46,1317,0.07,0.17,79.4
Ri7897,6/26/2018,NA,East,NA,Male,8179.32,47,1773,1.05,0.08,97.8
Bp1157,1/21/2019,Direct Advertising,West,46-55,Male,45912.67,4,1003,1.31,0.21,23.2
Tm1311,3/10/2021,Online Advertising,North,18-25,Male,35713.17,32,2640,0.2,0.21,43.0
Tr9727,1/24/2018,Social Networks,West,18-25,Female,46606.57,98,994,0.52,0.2,60.4
Jh1349,8/2/2020,Online Advertising,South,18-25,NA,37787.56,78,277,1.15,0.16,76.4
Iu5922,10/19/2020,Online Advertising,North,36-45,Female,4564.5,24,1863,0.53,0.22,63.4
Wf4937,1/29/2022,NA,West,26-35,Male,117596.79,80,2533,0.21,0.28,30.4
Sh6402,2/27/2021,NA,West,46-55,Others,51925.59,76,778,0.47,0.14,84.4
Kn2686,6/14/2018,Online Advertising,East,36-45,Male,49367.42,12,1415,0.8,0.11,42.4
Xd2246,9/23/2022,NA,North,18-25,Others,147163.34,73,2058,0.05,0.09,36.2
Yj3579,5/31/2022,NA,East,46-55,Female,52218.04,17,1695,0.34,0.01,54.2
Zt1696,11/1/2021,TV,West,56+,Male,45594.75,50,2590,1.37,0.09,25.4
Lt2165,12/10/2022,NA,East,36-45,Male,134931.79,6,2692,0.8,0.22,52.6
Pu9981,6/19/2018,NA,NA,18-25,Others,124815.33,71,617,0.83,0.15,31.6
Li7065,1/8/2022,Online Advertising,East,36-45,NA,58151.52,35,1724,0.42,0.22,53.0
Ob5681,12/11/2019,Online Advertising,West,26-35,Female,144066.68,56,2228,0.16,0.02,70.4
Xd3034,6/11/2021,TV,NA,56+,Male,42703.59,56,1956,0.48,0.05,76.8
Us9340,2/26/2019,TV,South,26-35,Female,41241.34,81,2456,0.67,0.17,56.6
Xy6282,5/23/2019,Email,East,46-55,NA,37559.98,83,451,0.49,0.23,95.2
Ka2777,3/5/2018,Direct Advertising,East,NA,Male,75024.5,39,321,0.86,0.26,98.0
Qq4745,3/21/2018,TV,North,NA,NA,19442.74,50,401,0.3,0.12,64.4
Ms5078,2/15/2022,Social Networks,South,56+,NA,7798.75,98,1713,0.66,0.06,98.6
Uh3878,7/2/2019,Email,South,NA,Female,52570.87,15,821,0.84,0.08,24.4
Pz1141,9/13/2020,Direct Advertising,NA,26-35,Female,18201.5,64,2130,0.17,0.04,35.0
Co9213,4/20/2019,Direct Advertising,East,18-25,Male,86688.8,1,1638,0.43,0.09,83.2
Rs4814,10/18/2018,Direct Advertising,NA,56+,Female,87254,17,525,1.25,0.02,45.2
Ps1015,2/4/2020,Direct Advertising,South,NA,NA,137382.33,88,804,0.35,0.1,36.8
Pm6873,9/28/2021,Direct Advertising,East,26-35,Female,22611.11,74,2400,0.53,0.08,63.2
Ji7999,9/8/2021,NA,South,NA,Female,50750.94,72,1091,0.28,0.02,48.6
Gb2755,4/24/2019,TV,East,36-45,Male,18745.37,64,2298,0.07,0.02,89.8
Kn4232,5/3/2022,Online Advertising,North,NA,NA,79857.84,47,1129,0.96,0.11,87.2
Oq6321,1/13/2022,Direct Advertising,West,36-45,Female,129114.73,83,448,0.8,0.1,87.0
Lk7402,2/8/2021,Email,West,46-55,Female,19531.66,13,2626,1.31,0.26,47.6
Qj2995,3/1/2020,Online Advertising,West,56+,Male,70573.36,46,1075,0.95,0.12,90.2
Jh5817,6/23/2020,NA,West,46-55,Others,29977.33,78,1397,1.49,0.25,50.8
Gz6938,9/2/2021,Social Networks,North,18-25,Male,112541.77,93,1631,1.12,0.05,98.8
Pi7129,3/17/2020,NA,East,36-45,Female,2039.41,65,2963,1.08,0.12,29.2
Vu3058,5/30/2021,Direct Advertising,NA,46-55,Others,119467.33,2,834,0.64,0.11,47.2
Aw8088,8/3/2021,Online Advertising,East,46-55,Male,60772.64,77,311,1.21,0.22,59.6
Vb3831,10/24/2022,Email,NA,NA,NA,120549.62,31,1787,1.19,0.24,99.0
Bn3556,5/28/2022,Social Networks,South,46-55,Male,89547.78,95,2536,0.57,0.2,65.2
Bv7749,10/19/2018,TV,NA,26-35,Others,43685.52,38,2451,1.15,0.09,71.8
Cd3434,6/3/2021,Direct Advertising,South,46-55,Female,5699.7,12,462,0.45,0.06,21.4
Nz3986,12/19/2022,TV,North,18-25,Female,132631.24,58,1309,0.86,0.2,70.8
Ey9437,9/4/2022,NA,NA,26-35,Female,85015.31,81,725,0.3,0.03,92.4
Jx4091,10/24/2018,Social Networks,South,NA,Male,15764.36,49,446,0.31,0.16,60.8
By7924,5/9/2020,Online Advertising,South,NA,Male,90732.23,83,739,0.14,0.3,67.4
Ko1008,8/28/2019,Social Networks,South,NA,NA,149021.68,86,361,1.23,0.24,71.4
Bj9820,9/29/2019,Social Networks,North,56+,Others,77462.27,87,2953,0.32,0.15,31.4
Zy6065,11/28/2020,TV,West,46-55,Male,143884.72,86,2086,0.94,0.21,51.2
Nn5101,6/14/2021,Email,East,NA,Others,66580.97,26,1537,1.42,0.11,27.8
Nr4428,6/14/2018,Social Networks,South,36-45,Others,129328.86,23,147,1.13,0.2,36.4
Cw1133,9/11/2019,Email,South,18-25,NA,43444.65,62,470,1.1,0.07,64.0
Ls5810,11/22/2020,Online Advertising,North,36-45,Female,124342.17,99,1098,0.35,0.11,41.6
Pc2799,3/24/2018,Email,North,NA,NA,82546.94,25,2714,0.51,0.23,82.4
Wk1175,11/20/2021,Online Advertising,South,56+,Female,126207.62,52,1200,0.87,0.28,55.4
Vm8709,5/15/2020,TV,West,26-35,NA,4938.99,23,2262,1.19,0.25,98.4
Xu7687,10/4/2018,Online Advertising,South,NA,Female,136251.89,37,2454,1.46,0.16,49.4
Ip1721,5/17/2021,TV,East,56+,Male,59831.58,44,556,0.87,0.25,68.6
Mj5485,10/19/2020,Direct Advertising,North,46-55,Female,122459.52,25,2128,1.47,0.04,57.0
Dd5253,3/17/2018,Online Advertising,NA,18-25,Others,108895.56,87,2655,1.27,0.28,26.4
Em4762,1/22/2021,TV,South,18-25,NA,53871.4,41,39,0.44,0.03,80.2
Rr7415,11/19/2020,NA,West,46-55,Others,30240.07,86,522,0.73,0.04,77.2
Sz7064,5/25/2021,TV,West,46-55,NA,78925.36,86,1302,0.98,0.1,61.2
Dq3221,8/3/2020,Social Networks,West,46-55,Female,55743.27,35,2506,1.23,0.26,64.4
Uh1514,4/13/2021,Social Networks,North,NA,NA,41099.81,58,2327,0.12,0.22,22.6
Yf9255,1/9/2019,TV,West,36-45,NA,77096.65,66,2945,1.31,0.15,81.6
Td5871,11/19/2018,Social Networks,NA,26-35,Others,47879.02,39,1469,0.67,0.05,62.2
Ls4401,4/25/2018,TV,West,56+,NA,126206.48,6,1216,0.57,0.06,22.4
Kn2794,11/1/2021,NA,East,36-45,Male,101582.04,37,2695,1.49,0.03,99.2
Cu6200,4/29/2020,Online Advertising,West,46-55,Female,19355.63,38,796,1.12,0.09,84.0
Gc4113,8/31/2019,Email,South,56+,NA,141466.87,4,2088,0.98,0.21,43.6
Nh3876,1/28/2022,Email,North,NA,NA,134784.27,68,1066,1.36,0.2,58.2
Jw3468,10/13/2021,Direct Advertising,West,NA,Male,128789.93,10,2030,1.01,0.17,60.0
Fz2098,11/13/2019,Email,West,36-45,Female,99931.03,57,1199,0.51,0.29,45.8
Mt1105,12/18/2021,TV,East,56+,Male,118903.83,1,454,1.26,0.01,47.2
Bd7858,7/26/2020,NA,NA,56+,Others,90553.95,64,2220,0.8,0.16,57.0
Kv1921,1/24/2021,Online Advertising,South,18-25,Female,18663.04,95,1038,1.25,0.24,34.2
Ld3273,4/11/2022,Social Networks,NA,NA,Male,29886.41,24,805,1.08,0.09,96.6
Jz3237,2/1/2019,Email,North,18-25,Female,40597.42,48,1397,0.15,0.28,54.8
Tc4712,11/28/2021,Direct Advertising,North,NA,NA,59587.38,39,653,1.34,0.24,75.0
Wd2407,11/1/2022,Direct Advertising,South,56+,Male,47080.92,60,1345,1.31,0.01,88.6
Vb8086,3/17/2021,Direct Advertising,North,36-45,Others,110296.72,89,129,0.87,0.19,67.0
Vr9600,9/15/2020,TV,NA,36-45,Others,127855.37,82,342,0.25,0.17,26.2
Bi7832,1/27/2019,Online Advertising,West,26-35,NA,138429.42,53,2943,1.34,0.08,93.8
Rw8892,10/4/2022,Online Advertising,West,26-35,Others,135694.04,3,1879,0.29,0.13,81.2
Dx8627,8/16/2019,Social Networks,South,36-45,NA,72212.01,54,264,0.13,0.15,56.6
Aw3245,1/10/2022,TV,East,18-25,NA,130747.79,78,918,0.09,0.14,48.6
Uy3997,9/23/2021,NA,NA,NA,Male,73740.91,78,1682,0.94,0.05,93.0
Gs6532,1/14/2020,Online Advertising,NA,46-55,NA,73172.2,84,1933,0.66,0.27,25.6
Rb4183,8/31/2018,Email,East,56+,Others,66246.34,46,1703,0.77,0.14,41.0
Uw2784,4/16/2018,NA,East,36-45,NA,68012.98,48,1716,1.15,0.13,69.4
En2611,1/11/2018,Email,South,36-45,Female,126789.35,91,1134,0.6,0.12,48.8
Md3847,9/17/2019,Direct Advertising,North,18-25,Male,135285.86,97,2823,0.56,0.1,70.2
Ud8800,10/19/2021,NA,East,18-25,NA,107058.83,88,782,1.28,0.18,75.8
Wl8348,1/21/2019,Social Networks,North,46-55,Male,31077.72,73,423,1.45,0.05,98.8
Wf9846,2/7/2019,Email,East,NA,NA,76677.2,30,21,1.16,0.09,98.4
Ml4273,4/6/2019,Direct Advertising,East,26-35,Male,11129.61,56,711,0.5,0.09,25.0
Oa7539,5/21/2018,Social Networks,West,56+,NA,55350.31,28,2214,0.3,0.24,90.8
Dk7708,1/31/2018,Social Networks,South,26-35,NA,74565.26,57,544,0.51,0.17,32.8
Nb8076,2/12/2021,TV,South,NA,Others,4791.42,60,1480,1.24,0.26,22.2
Xd4120,12/19/2022,Email,West,26-35,Male,62426.04,17,992,0.12,0.26,76.2
Ir8138,4/4/2018,Online Advertising,South,56+,Others,12484.11,43,211,0.6,0.19,96.8
Ja2623,10/4/2022,NA,NA,46-55,NA,76218.28,95,692,1.24,0.26,32.0
Pe8410,1/16/2018,TV,East,26-35,Others,123225.53,21,104,0.45,0.01,87.6
Js2788,9/29/2022,Social Networks,North,46-55,Others,143175.96,38,982,0.78,0.14,20.0
Ay1611,12/14/2021,Direct Advertising,NA,36-45,Female,79396.51,80,1524,0.55,0.26,45.0
Xc9336,6/27/2018,TV,East,26-35,Others,147607.66,36,1025,0.2,0.04,50.8
Eo7497,12/11/2021,Online Advertising,South,36-45,Others,103242.47,59,2549,1.11,0.14,82.4
Hz7874,1/27/2022,Social Networks,North,46-55,Female,19456.18,60,2120,0.65,0.12,79.8
Ov6904,12/6/2021,TV,South,46-55,Others,46596.71,81,477,0.16,0.1,67.8
Kg4863,6/26/2018,NA,West,NA,Male,84554.92,69,1692,0.56,0.29,40.8
Ag7025,6/8/2019,Direct Advertising,East,18-25,NA,68943.03,17,950,1.1,0.13,54.4
Gl4977,12/31/2021,NA,South,26-35,Female,20143.81,46,87,0.1,0.1,48.8
Wz8262,7/12/2020,TV,West,46-55,NA,50140.67,74,1170,0.14,0.23,25.4
Ia4905,5/21/2022,Direct Advertising,West,26-35,Female,67636.86,46,2535,0.45,0.07,41.8
Nm9173,5/5/2022,NA,South,56+,Female,136880.26,54,746,0.77,0.04,88.0
Ly6237,7/23/2018,Email,East,18-25,Others,80292.25,37,1675,1.17,0.15,38.4
Cs5936,4/13/2021,TV,NA,18-25,Others,6746.62,49,1919,0.1,0.14,73.6
Uv7149,1/8/2019,Email,North,NA,Female,81977.1,69,1311,0.13,0.09,48.2
Rr5751,10/8/2019,Email,North,26-35,Male,37289.59,3,1046,0.82,0.29,91.2
Wu1294,1/27/2022,Online Advertising,East,18-25,Female,22213.1,17,612,0.71,0.04,58.0
Gj7548,1/19/2019,Direct Advertising,East,26-35,NA,29247.48,64,559,0.79,0.26,52.2
Gu9991,2/19/2021,Email,North,26-35,Others,110018.28,22,2775,0.36,0.17,89.2
Be2463,11/23/2021,Email,West,26-35,Female,26492.76,92,1513,0.23,0.19,68.0
Zq2090,11/27/2021,Direct Advertising,NA,46-55,Others,99994.5,96,2171,1.24,0.12,59.2
Xf5955,11/11/2018,NA,West,26-35,Female,93371.27,77,1858,0.19,0.22,69.0
Qn8162,9/16/2018,TV,South,56+,Male,92840.76,63,400,1.21,0.06,84.8
Kl2883,5/9/2019,Email,South,26-35,NA,44214.51,76,1975,0.39,0.29,62.2
Vu4367,11/19/2022,Direct Advertising,East,46-55,NA,20558.15,63,1070,0.45,0.1,96.2
Cn4222,8/5/2021,Email,NA,46-55,Male,42120.74,42,2014,0.12,0.08,50.8
Hs1546,12/7/2020,TV,South,18-25,Others,8101.17,71,1593,0.48,0.16,30.8
Yq6038,9/16/2021,TV,NA,26-35,Male,77919.95,55,493,1.5,0.25,22.8
Bk3380,1/28/2021,Online Advertising,West,18-25,NA,34780.76,45,2055,0.94,0.19,32.2
Ob8242,10/12/2020,TV,North,46-55,Male,5440.28,80,2272,1.32,0.12,57.8
Py6348,2/5/2021,Social Networks,South,18-25,Others,129688.41,22,2659,1.39,0.04,21.2
Kg3697,8/17/2021,Email,NA,56+,Male,105038.8,37,1519,1.33,0.13,40.4
Nl4859,1/10/2018,TV,East,36-45,Female,29155.3,49,2179,1.17,0.16,87.6
Sp5491,6/19/2018,Direct Advertising,East,18-25,Female,36233.02,94,2336,0.08,0.14,20.8
Va9141,7/27/2021,Online Advertising,West,56+,Male,85129.86,20,2968,0.53,0.05,35.0
Ih5910,10/3/2021,Online Advertising,South,56+,Male,130566.79,45,2710,0.22,0.15,79.0
Hl7504,2/6/2019,Email,West,NA,Male,80535.03,18,589,1.32,0.19,73.4
Qp3768,5/17/2021,NA,East,18-25,Female,45738.34,51,805,0.65,0.27,53.0
Yv1895,1/31/2022,Email,NA,36-45,Others,134270.51,62,2305,0.33,0.11,45.2
Yb3841,7/31/2022,Direct Advertising,West,56+,Female,128058.59,10,1845,0.66,0.16,89.6
La6614,8/25/2021,NA,NA,18-25,NA,62547.62,3,2361,1.1,0.27,75.8
Tt8435,11/19/2021,NA,North,26-35,Female,54723.49,67,373,1.14,0.04,34.2
Rm2894,4/18/2018,TV,NA,18-25,Male,122774.47,33,1525,1.15,0.12,36.6
Hq1639,1/8/2018,TV,West,26-35,Female,48761.41,24,1670,1.02,0.25,35.4
Il2333,9/18/2019,Email,West,36-45,NA,96168.63,38,1429,1.32,0.28,67.6
Ua4285,9/18/2018,Social Networks,NA,36-45,NA,144842.01,43,664,0.78,0.07,70.0
Mi1245,6/25/2019,NA,East,36-45,Male,16245.07,82,110,0.36,0.21,65.6
Mg5095,8/22/2021,NA,North,26-35,Male,112371.7,44,649,0.13,0.14,90.6
Cj7781,11/22/2018,Email,North,46-55,NA,58580.23,17,2820,0.64,0.22,40.2
Cp2755,1/2/2021,Online Advertising,South,56+,NA,4920.52,98,2521,1.39,0.07,99.0
At8670,10/9/2018,TV,East,NA,Male,66756.15,60,2722,0.68,0.22,22.8
Dz9070,5/28/2022,NA,North,18-25,Male,60722.67,64,530,1.24,0.03,74.0
Jd1066,7/14/2021,Direct Advertising,East,46-55,NA,116586.01,42,324,0.05,0.08,45.0
Gr5852,7/9/2021,Social Networks,West,46-55,Male,78557.96,2,1591,0.67,0.27,67.8
Ai8547,10/26/2022,TV,South,18-25,Male,89924.58,75,888,0.68,0.21,58.6
Jo2834,7/23/2018,Email,West,18-25,Others,129450.08,90,269,0.81,0.25,60.4
Cv8277,10/13/2022,Online Advertising,West,36-45,Male,27297.69,93,1065,0.86,0.27,89.4
Sa6698,5/27/2021,Online Advertising,West,18-25,Female,116294.32,8,2733,0.92,0.26,34.4
Wp1457,11/27/2019,TV,South,NA,Others,108004.66,15,2108,1.45,0.06,32.8
Xj1846,10/7/2021,Social Networks,East,56+,Female,80315.17,80,2454,0.92,0.21,53.6
Pj4638,10/29/2019,TV,North,56+,Male,27344.12,70,1180,0.75,0.28,88.0
Pz7176,9/16/2020,Email,North,NA,Others,68853.84,51,1197,0.67,0.01,31.4
Qq9947,2/16/2021,NA,North,56+,Male,79532.94,67,1396,0.89,0.09,51.2
Qe3349,3/28/2019,Direct Advertising,South,56+,NA,97002.32,43,1222,1.14,0.23,42.6
At2993,5/5/2020,NA,North,18-25,Male,87263.81,82,2591,0.57,0.22,55.4
Ag3298,5/22/2022,TV,North,36-45,NA,59385.62,98,2313,1.33,0.21,98.6
Je3160,9/14/2019,Direct Advertising,North,NA,Others,95465.36,73,2356,0.36,0.23,79.4
Fk7701,10/8/2019,Direct Advertising,South,46-55,Male,103315.42,50,2393,1.16,0.04,85.2
Zv2409,11/25/2020,Social Networks,North,18-25,NA,87557.98,56,1209,1.16,0.22,56.2
Pu3924,12/14/2020,NA,West,18-25,NA,18400.52,93,490,0.73,0.14,32.2
Zh1747,2/22/2022,Direct Advertising,North,NA,Female,106753.25,72,405,0.07,0.2,73.0
Wz4336,6/17/2021,TV,North,NA,NA,116682.95,9,402,1.31,0.24,44.6
Mg2256,6/9/2020,Email,South,46-55,Male,52766.36,6,565,0.58,0.2,36.6
Ro7609,7/14/2022,Email,East,NA,Female,51092.68,17,2354,1.41,0.17,23.2
Ia7343,8/20/2021,NA,East,18-25,Female,78621.55,49,295,0.99,0.3,62.8
Xb2093,10/30/2020,Social Networks,NA,46-55,NA,98914.04,29,1278,0.21,0.11,89.4
Nl9860,10/27/2019,NA,North,NA,Others,135226.55,82,2639,0.69,0.2,22.6
Pm4627,12/16/2021,Social Networks,North,NA,NA,21654.03,76,1240,0.53,0.17,98.4
Hk7178,6/24/2022,NA,North,36-45,Female,145564.26,72,2410,1.27,0.26,57.6
Ig5529,2/2/2021,Online Advertising,West,56+,NA,131347.02,80,249,0.95,0.22,50.8
Bf3400,3/3/2020,TV,North,46-55,Female,44391.95,60,1551,1.42,0.14,68.8
At5812,11/12/2021,Direct Advertising,South,36-45,NA,73736.64,57,193,0.61,0.02,47.0
Ww9192,4/8/2019,Direct Advertising,South,36-45,Male,121125.69,46,2470,0.84,0.23,88.8
Wp9270,4/18/2021,TV,West,46-55,Female,85662.91,93,2752,0.95,0.09,23.2
Ag2280,10/5/2018,Email,West,NA,Others,37769.25,78,1309,0.6,0.23,87.8
Qk6667,10/28/2021,Online Advertising,NA,46-55,NA,118943.46,36,2917,0.22,0.19,25.2
Nu9106,8/29/2018,NA,East,46-55,Female,138262.6,100,2056,0.65,0.16,51.8
Dw5268,1/24/2018,Online Advertising,North,46-55,Female,16785.64,58,877,1.18,0.13,54.0
Di5766,11/10/2019,Online Advertising,West,26-35,Female,19830.67,40,756,0.28,0.06,84.2
Wf8701,5/2/2022,Online Advertising,East,56+,NA,688.16,89,709,0.63,0.27,68.6
Gn2874,9/23/2022,TV,NA,56+,Male,48445.57,74,2579,0.76,0.27,47.8
Uz3594,2/6/2018,Online Advertising,East,46-55,Male,39079.62,45,1683,0.05,0.26,45.2
Et1325,11/17/2019,Direct Advertising,East,26-35,Male,148655.65,12,2950,0.2,0.28,92.6
Gr9998,7/20/2019,NA,East,56+,Male,68439.4,15,2770,1.03,0.12,54.6
Xb7670,8/19/2021,Direct Advertising,South,26-35,Others,113642.78,29,468,0.6,0.08,87.4
Uu7163,10/9/2022,Social Networks,South,18-25,Female,9097.67,4,936,1.28,0.25,88.2
Tx9925,1/19/2018,Online Advertising,North,56+,Male,114912.97,84,582,0.91,0.07,31.0
Ww9744,10/2/2022,Email,East,18-25,NA,7957.11,51,1349,0.52,0.1,50.8
Co5719,8/22/2022,TV,East,36-45,NA,130082.45,16,1305,0.42,0.09,76.8
Lh8585,1/13/2019,Direct Advertising,East,26-35,Male,111029.98,76,1032,0.28,0.03,42.2
Hy1452,7/3/2019,Direct Advertising,South,46-55,Male,130922.3,38,208,0.42,0.23,48.0
Vm2865,6/27/2022,Social Networks,East,56+,Others,29675.23,16,1033,1.06,0.07,90.6
Lp6266,6/21/2021,Email,North,36-45,NA,118597.48,71,1757,0.92,0.07,66.8
Pz7148,2/17/2018,Email,East,26-35,NA,50427.59,73,686,0.68,0.21,78.0
Ii8487,4/26/2021,Online Advertising,East,56+,NA,21673.33,47,1141,0.71,0.14,49.6
My5957,4/9/2019,TV,NA,46-55,NA,141485.83,88,1610,0.41,0.28,88.0
Qf3365,1/28/2019,TV,South,NA,NA,87640.3,43,1499,1.19,0.05,45.6
Rg1340,3/8/2021,Social Networks,West,56+,Female,76907.78,37,2287,1.13,0.19,98.8
Zk1143,8/15/2021,Direct Advertising,East,56+,Others,44891.15,9,1511,0.35,0.21,51.0
Hj1800,10/26/2021,TV,North,NA,NA,27182.03,50,409,0.82,0.05,71.2
Lw1877,11/1/2019,Online Advertising,NA,NA,Female,97999.75,82,2132,0.2,0.11,76.8
At5981,4/27/2021,Online Advertising,East,26-35,Male,60572.64,92,574,0.84,0.11,81.8
Hy6024,11/7/2018,Direct Advertising,South,NA,Male,76522.02,71,2914,1.44,0.14,30.8
Ka9873,7/8/2018,TV,East,26-35,Female,8692.75,14,40,0.06,0.25,99.4
Ow8619,12/12/2021,NA,East,18-25,NA,74592.2,29,2504,0.24,0.18,36.6
Oe1395,5/12/2022,Direct Advertising,NA,18-25,Female,21383.98,3,377,0.79,0.02,60.4
Bw4210,11/6/2021,Social Networks,NA,56+,NA,6621.82,95,1380,1.34,0.26,78.0
Go6520,2/7/2018,Direct Advertising,West,36-45,Female,33778.19,17,1856,0.74,0.2,31.6
Uu8717,1/12/2021,Email,West,NA,Male,29354.51,6,1247,0.72,0.15,57.8
We4066,11/15/2018,Direct Advertising,NA,NA,Male,141594.29,54,1402,0.65,0.14,69.8
Uz1543,11/17/2019,Online Advertising,East,18-25,Others,77270.9,78,1083,1.35,0.06,85.2
Fq3014,4/25/2020,Social Networks,NA,46-55,NA,142138.8,65,942,1.37,0.09,37.2
Zz1229,11/26/2021,NA,NA,18-25,Female,55485.32,15,325,1,0.03,65.0
Wt5157,7/24/2022,TV,East,26-35,Male,75085.23,82,506,0.06,0.2,58.4
Ws2486,4/30/2018,Direct Advertising,East,26-35,Female,68794.98,70,1047,0.6,0.19,65.6
Jn9855,12/13/2019,Direct Advertising,NA,26-35,NA,127543.95,34,1436,1.25,0.28,59.0
Jj6048,9/16/2021,Social Networks,West,NA,NA,117418.52,46,2673,0.18,0.12,79.0
Qo3424,4/6/2022,TV,NA,26-35,NA,40777.28,26,1248,1.25,0.1,62.2
Cf6034,3/17/2019,TV,South,NA,Male,85890.36,NA,1855,1.12,0.09,80.6
Yb1117,5/7/2021,TV,North,NA,Others,18935.99,49,882,0.59,0.16,80.6
Im3126,3/3/2022,Social Networks,NA,18-25,Female,75212.44,19,756,1.23,0.22,86.4
Mc9898,8/22/2019,Social Networks,West,36-45,Female,79462.46,68,1208,0.4,0.05,91.4
Gm8130,3/13/2018,Email,South,56+,Female,85540.16,94,2842,1.32,0.24,82.2
Ho5970,8/31/2021,TV,East,36-45,NA,61590.79,44,1595,1.44,0.11,75.2
He6181,12/15/2019,Direct Advertising,North,NA,Male,106640.38,77,985,1.44,0.18,21.8
Ov1096,11/8/2019,NA,NA,56+,Others,65873.5,96,348,0.81,0.05,86.4
Wc3118,3/22/2018,TV,South,46-55,Others,6872.4,88,47,0.39,0.24,21.0
Xj8585,12/14/2020,Online Advertising,NA,56+,Female,72062.46,45,775,1.16,0.05,89.8
Dw1921,5/14/2018,Social Networks,West,NA,Male,141667.87,90,406,0.52,0.13,64.2
Ox5255,2/28/2019,NA,East,56+,Female,107451.47,27,2686,0.86,0.16,91.6
Cf8459,1/26/2020,Direct Advertising,North,NA,Male,71605.58,91,2407,0.24,0.17,58.6
Rr5115,1/6/2018,Email,South,NA,Female,69429.23,82,2714,0.63,0.18,37.6
Bt6850,2/25/2021,Direct Advertising,NA,46-55,Male,11311.27,9,2786,0.71,0.14,45.2
Gx5883,5/28/2020,Online Advertising,North,46-55,Female,63259.07,77,790,1.49,0.09,21.4
Qf3999,10/30/2019,Direct Advertising,East,36-45,Others,146879.7,80,865,0.83,0.27,97.4
Uy7793,12/29/2022,Social Networks,North,18-25,NA,128736.85,49,2329,0.99,0.18,69.8
Hr7660,2/18/2018,Online Advertising,North,56+,NA,58010.31,40,1506,0.1,0.11,47.6
Lt7163,10/29/2022,Direct Advertising,NA,NA,Female,31406.37,71,2908,1.2,0.3,97.4
Jl2545,2/8/2022,TV,East,36-45,Others,12070.58,13,2337,1.31,0.15,65.2
